county_fips,county_name,total_population,median_household_income,poverty_rate,unemployment_rate,bachelors_or_higher_pct,homeownership_rate,renter_rate
01075,"Lamar County, Alabama",13693,50000.0,0.18003381606998456,0.05465261653866762,0.12054766316656372,0.7567833267793944,0.24321667322060558
01077,"Lauderdale County, Alabama",95830,62649.0,0.12159044353882312,0.04055443677963923,0.2981519882898268,0.6889551174282948,0.31104488257170515
01079,"Lawrence County, Alabama",33276,66071.0,0.13311441515400285,0.01958344249410532,0.15214980378774953,0.8166874587216555,0.18331254127834445
01081,"Lee County, Alabama",181134,65824.0,0.18941197493644765,0.03545409294538215,0.42375045442051407,0.6634022697159975,0.3365977302840025
01083,"Limestone County, Alabama",111233,83629.0,0.09957709643314229,0.03289913159652639,0.30194805194805197,0.7759382707005592,0.22406172929944082
01085,"Lowndes County, Alabama",9833,37052.0,0.2994824016563147,0.0683667932718394,0.14368566043207193,0.7752100840336135,0.22478991596638656
01087,"Macon County, Alabama",18691,43707.0,0.2431844997826492,0.08290092916616387,0.2112442073970447,0.6154483902169408,0.3845516097830593
01089,"Madison County, Alabama",405718,86499.0,0.10127080550377636,0.03605736291256172,0.4642348645963713,0.6831080221291758,0.3168919778708243
01091,"Marengo County, Alabama",18851,43825.0,0.21851354977193455,0.040903225806451615,0.19453501009160068,0.7024563180552038,0.29754368194479613
01093,"Marion County, Alabama",29184,50088.0,0.1620978188565627,0.05020013342228152,0.13262370540851554,0.7676653476540418,0.23233465234595818
01095,"Marshall County, Alabama",99748,62571.0,0.16637823971333754,0.03912466843501326,0.21544349735441667,0.7577004306206973,0.24229956937930278
01097,"Mobile County, Alabama",412590,58880.0,0.162257076859917,0.05263489595916095,0.2597046533848633,0.660328456994402,0.339671543005598
01099,"Monroe County, Alabama",19388,42292.0,0.20093847758081335,0.10365168539325843,0.11671501896898014,0.7170990085562949,0.282900991443705
01101,"Montgomery County, Alabama",226718,59386.0,0.19940193264358694,0.058772771782864566,0.3446268676574287,0.5776146025979142,0.42238539740208575
01103,"Morgan County, Alabama",124471,68845.0,0.13476112836226886,0.03667186213901683,0.23273822075396547,0.7268352365415987,0.2731647634584013
01105,"Perry County, Alabama",8031,37654.0,0.31361684443828786,0.16462480857580397,0.15765509391007398,0.7752906976744186,0.2247093023255814
01107,"Pickens County, Alabama",18721,46274.0,0.19995321363822446,0.047195139183269744,0.13080793134063332,0.7581312832643406,0.24186871673565938
01109,"Pike County, Alabama",32987,48677.0,0.2331344956003032,0.036571056062581486,0.28018376090435143,0.6133450817045819,0.38665491829541815
01111,"Randolph County, Alabama",22510,52338.0,0.1990581996068212,0.0377156327011679,0.18357701033526594,0.772084996224787,0.22791500377521304
01113,"Russell County, Alabama",58811,51197.0,0.22174323744096178,0.06239683063717399,0.18197994987468671,0.6130837998161919,0.3869162001838082
01115,"St. Clair County, Alabama",94166,77463.0,0.11351122405760271,0.045561191428507584,0.21377833411253713,0.8260745720226735,0.17392542797732646
01117,"Shelby County, Alabama",230211,97961.0,0.07181042754619701,0.028707466239789845,0.4684480714411846,0.8135749315036953,0.18642506849630466
01119,"Sumter County, Alabama",11878,33310.0,0.2646030440148087,0.12112994350282486,0.1901015591474753,0.6684636118598383,0.33153638814016173
01121,"Talladega County, Alabama",81021,57776.0,0.1781237886031787,0.06827600197061466,0.16531128036724377,0.719563666627036,0.280436333372964
01123,"Tallapoosa County, Alabama",40938,59356.0,0.16318752491032285,0.049405255878284926,0.20326946268256732,0.7606582337784025,0.23934176622159756
01125,"Tuscaloosa County, Alabama",237552,66231.0,0.16841315347215358,0.058270068450528935,0.32097224822001763,0.6140563230133701,0.38594367698662996
01127,"Walker County, Alabama",64841,56509.0,0.18456534037337355,0.048809783795588556,0.16559812353401093,0.7613833307074208,0.23861666929257916
01129,"Washington County, Alabama",15143,61042.0,0.17108064945435186,0.048645119164218084,0.16961859244681848,0.8579574039912795,0.14204259600872043
01131,"Wilcox County, Alabama",10172,40640.0,0.28203070131433733,0.11757332664828278,0.1294777729823047,0.7740932642487046,0.22590673575129533
01133,"Winston County, Alabama",23682,57256.0,0.18657198192382182,0.035811599844297395,0.1427399026906618,0.7579617834394905,0.24203821656050956
02013,"Aleutians East Borough, Alaska",3491,65365.0,0.13219554527046573,0.0835453774385072,0.18272937548188126,0.6421052631578947,0.35789473684210527
02016,"Aleutians West Census Area, Alaska",5235,135500.0,0.11305201177625122,0.043092834277271605,0.1790049988098072,0.33472803347280333,0.6652719665271967
02020,"Anchorage Municipality, Alaska",288976,103284.0,0.08946018153187424,0.04582297414751481,0.3865366268458603,0.638995552363325,0.36100444763667505
02050,"Bethel Census Area, Alaska",18394,73996.0,0.25608945969884855,0.159403522303638,0.12789894404421198,0.6155758077879039,0.3844241922120961
02060,"Bristol Bay Borough, Alaska",918,95625.0,0.09253065774804906,0.04364326375711575,0.20923913043478262,0.5360824742268041,0.4639175257731959
02063,"Chugach Census Area, Alaska",6862,90509.0,0.05884137094328177,0.09473974111814927,0.3140719185200582,0.6375393219154142,0.3624606780845858
02066,"Copper River Census Area, Alaska",2626,79250.0,0.087442218798151,0.04797047970479705,0.2337874659400545,0.6851698425849213,0.3148301574150787
02068,"Denali Borough, Alaska",1969,80781.0,0.08260646485377117,0.009056603773584906,0.2655150351887396,0.6495575221238938,0.3504424778761062
02070,"Dillingham Census Area, Alaska",4724,78533.0,0.19458653026427963,0.10539096648858669,0.1891891891891892,0.6136849607982894,0.3863150392017106
02090,"Fairbanks North Star Borough, Alaska",95460,88267.0,0.06127790440254316,0.05309072198704306,0.33072095216415726,0.6167386341758574,0.38326136582414255
02100,"Haines Borough, Alaska",2086,86927.0,0.05445783132530121,0.04665314401622718,0.34112444725205304,0.7846836847946725,0.2153163152053274
02105,"Hoonah-Angoon Census Area, Alaska",2311,61406.0,0.14248592464270246,0.15849673202614378,0.24618859401468096,0.7196969696969697,0.2803030303030303
02110,"Juneau City and Borough, Alaska",31794,101661.0,0.08910254349014438,0.04005130297907072,0.41238790223316335,0.6360598465861623,0.3639401534138376
02122,"Kenai Peninsula Borough, Alaska",60413,80538.0,0.11814696702401954,0.06991094852750988,0.29775045410088025,0.770218702556317,0.22978129744368306
02130,"Ketchikan Gateway Borough, Alaska",13768,92885.0,0.08693730199661091,0.03123709921563231,0.27432296890672014,0.6861479413817166,0.3138520586182833
02150,"Kodiak Island Borough, Alaska",12771,86250.0,0.08696711327649208,0.05013571770716909,0.28664688427299706,0.6107758620689655,0.3892241379310345
02158,"Kusilvak Census Area, Alaska",8176,51471.0,0.3239802224969098,0.19820441988950277,0.05776081424936387,0.6983298538622129,0.30167014613778703
02164,"Lake and Peninsula Borough, Alaska",1013,65625.0,0.12797619047619047,0.08585055643879173,0.16329479768786126,0.654320987654321,0.345679012345679
02170,"Matanuska-Susitna Borough, Alaska",112988,94031.0,0.10043743420336153,0.0577255511313975,0.2440647169634865,0.7723293787152926,0.22767062128470741
02180,"Nome Census Area, Alaska",9866,78681.0,0.21510536198622993,0.1688191881918819,0.13966987121349536,0.6683238636363636,0.33167613636363635
02185,"North Slope Borough, Alaska",10810,95694.0,0.11071394976954191,0.07596573460481655,0.15641205325858445,0.49145111793073215,0.5085488820692678
02188,"Northwest Arctic Borough, Alaska",7441,84018.0,0.17861994023363217,0.16660964762230585,0.10631395058647367,0.6438356164383562,0.3561643835616438
02195,"Petersburg Borough, Alaska",3409,75125.0,0.06970345460103944,0.03768278965129359,0.25819344524380494,0.6571845368344275,0.3428154631655726
02198,"Prince of Wales-Hyder Census Area, Alaska",5715,61156.0,0.126964506445347,0.07654666200629151,0.14928276197422805,0.7056634973129392,0.29433650268706074
02220,"Sitka City and Borough, Alaska",8368,101727.0,0.07475952757822964,0.06782231852654388,0.34269387755102043,0.6171511627906977,0.38284883720930235
02230,"Skagway Municipality, Alaska",1244,81136.0,0.058681672025723476,0.09137709137709138,0.28512396694214875,0.7088888888888889,0.2911111111111111
02240,"Southeast Fairbanks Census Area, Alaska",7068,73882.0,0.12699554149288078,0.06469088591459528,0.2323083403538332,0.7468962755306368,0.25310372446936324
02275,"Wrangell City and Borough, Alaska",2088,63750.0,0.12088974854932302,0.043329532497149374,0.21382428940568476,0.5911885245901639,0.4088114754098361
02282,"Yakutat City and Borough, Alaska",527,85000.0,0.11877394636015326,0.009036144578313253,0.14352941176470588,0.5631067961165048,0.4368932038834951
02290,"Yukon-Koyukuk Census Area, Alaska",5195,55741.0,0.16020170674941817,0.05386064030131827,0.15965417867435158,0.6990418118466899,0.3009581881533101
04001,"Apache County, Arizona",65341,41438.0,0.3052918080996105,0.10685436251121924,0.1656434474616293,0.7943601895734597,0.20563981042654028
04003,"Cochise County, Arizona",125566,59742.0,0.15423076923076923,0.07403946222628124,0.2809485620085099,0.7103095210074144,0.2896904789925856
04005,"Coconino County, Arizona",144508,72966.0,0.1677267959948993,0.05646762165352218,0.40340831783754366,0.5970644798432454,0.4029355201567546
04007,"Gila County, Arizona",53795,61986.0,0.1688767476713524,0.07053843226788432,0.18732359494924486,0.775174455487418,0.22482554451258194
04009,"Graham County, Arizona",39232,67325.0,0.17262655624417264,0.07700885942630568,0.14578957796710917,0.7313667032794602,0.26863329672053976
04011,"Greenlee County, Arizona",9409,71164.0,0.0818937939859245,0.023330058939096267,0.20866018198933167,0.530214424951267,0.4697855750487329
04012,"La Paz County, Arizona",16664,49478.0,0.174547435975056,0.10038923126824521,0.13458389161828196,0.7209509989954236,0.2790490010045764
04013,"Maricopa County, Arizona",4559748,89300.0,0.10978031687092578,0.04542004853626377,0.3668029378044825,0.6516961962123908,0.34830380378760917
04015,"Mohave County, Arizona",220517,57684.0,0.16087829348466093,0.07251035862266038,0.1521983758700696,0.7407352926755122,0.25926470732448786
04017,"Navajo County, Arizona",108415,54606.0,0.24719654027045698,0.08849948078920042,0.191045556488119,0.731872301125727,0.268127698874273
04019,"Pima County, Arizona",1060490,70315.0,0.1431998636311688,0.05502118424307224,0.3679420390707512,0.6524015193215585,0.34759848067844146
04021,"Pinal County, Arizona",469006,80266.0,0.1110072146491057,0.05960806594601478,0.22467424552614465,0.8171964648554506,0.18280353514454936
04023,"Santa Cruz County, Arizona",48926,55217.0,0.20184407335314006,0.12176952083141727,0.2314218381775334,0.6925026523635507,0.30749734763644937
04025,"Yavapai County, Arizona",245480,69613.0,0.12042634952710649,0.0427798098024872,0.3025407885349456,0.7506589778421512,0.2493410221578488
04027,"Yuma County, Arizona",211741,62876.0,0.15600007850294878,0.06927103342297349,0.1677879596334532,0.7097213294513556,0.2902786705486445
05001,"Arkansas County, Arkansas",16515,53164.0,0.1901889579614698,0.08138793213420079,0.1356154789003677,0.6457867263236391,0.3542132736763609
05003,"Ashley County, Arkansas",18429,44266.0,0.2214746745432666,0.05476326297775243,0.12789338321253216,0.7082653616095704,0.29173463839042957
05005,"Baxter County, Arkansas",42407,48452.0,0.15491815014556387,0.06335128286347799,0.1944504526774403,0.7519640272896423,0.24803597271035766
05007,"Benton County, Arkansas",303632,93506.0,0.07555662165718836,0.030786191778028434,0.37751516928474527,0.6701275029262235,0.3298724970737766
05009,"Boone County, Arkansas",38138,55143.0,0.11708176503563707,0.02534067845752392,0.17192995584823767,0.7080648310876781,0.2919351689123218
05011,"Bradley County, Arkansas",10208,41476.0,0.19861523244312562,0.06618004866180048,0.153096830473975,0.6596481876332623,0.3403518123667377
05013,"Calhoun County, Arkansas",4704,66809.0,0.10166852057842046,0.055891238670694864,0.197953216374269,0.8781065088757396,0.12189349112426036
05015,"Carroll County, Arkansas",28626,54230.0,0.17179278929340724,0.047074808184143224,0.19981394437916178,0.7748303516347933,0.22516964836520667
05017,"Chicot County, Arkansas",9765,39045.0,0.22637119113573406,0.09063609063609064,0.17992978349912228,0.6923076923076923,0.3076923076923077
05019,"Clark County, Arkansas",21125,52034.0,0.21552142279708975,0.03808080808080808,0.2618739903069467,0.6499199605959857,0.3500800394040143
05021,"Clay County, Arkansas",14280,51481.0,0.1719126612788884,0.06299572910311166,0.1528307421531241,0.7472180700880252,0.25278192991197473
05023,"Cleburne County, Arkansas",25226,55798.0,0.138798341985593,0.0643116883116883,0.1842580782312925,0.8059304314769056,0.19406956852309448
05025,"Cleveland County, Arkansas",7453,54794.0,0.15778049111382444,0.021830985915492956,0.1970748171760735,0.8263391334015694,0.17366086659843058
05027,"Columbia County, Arkansas",22349,55334.0,0.2113030602171767,0.03211605802901451,0.21928883165199972,0.7073373766202878,0.2926626233797122
05029,"Conway County, Arkansas",21054,54187.0,0.19709533624119255,0.06408573928258968,0.19937098318063723,0.7407899504771107,0.25921004952288923
05031,"Craighead County, Arkansas",113249,59548.0,0.20117494426780688,0.055730620329521925,0.2968930914704747,0.6011206877151923,0.3988793122848077
05033,"Crawford County, Arkansas",61139,64132.0,0.146563056392166,0.040608754614631204,0.20041257885773225,0.7546773986385238,0.2453226013614762
05035,"Crittenden County, Arkansas",47266,55358.0,0.2099116569704805,0.10229663786542507,0.16987285064892285,0.5735318354117453,0.4264681645882547
05037,"Cross County, Arkansas",16543,50863.0,0.19723035627135188,0.10707850707850708,0.18354210160055673,0.675304642912232,0.32469535708776803
05039,"Dallas County, Arkansas",6242,42500.0,0.13920881321982975,0.08248175182481751,0.11349557522123893,0.7263487099296325,0.2736512900703675
05041,"Desha County, Arkansas",10786,37662.0,0.2832911629650455,0.07985074626865672,0.12627429658828326,0.5681127982646421,0.43188720173535794
05043,"Drew County, Arkansas",17046,42824.0,0.22400147248297442,0.05893882122357553,0.2560832202623247,0.6371595330739299,0.36284046692607
05045,"Faulkner County, Arkansas",127717,67289.0,0.1450689011816307,0.03388517306263144,0.34957475857058756,0.6229694376280193,0.3770305623719808
05047,"Franklin County, Arkansas",17326,55886.0,0.1797937177684013,0.0487480021310602,0.14508196721311475,0.7795119182746879,0.22048808172531215
05049,"Fulton County, Arkansas",12302,42241.0,0.18014312741630337,0.045953360768175584,0.15962856511165155,0.8469623712423796,0.15303762875762034
05051,"Garland County, Arkansas",100035,57181.0,0.1580076938651549,0.05689491045139581,0.2532957715661069,0.6937962305631254,0.30620376943687455
05053,"Grant County, Arkansas",18242,71549.0,0.13085764809902742,0.04543845155198867,0.2151583534355303,0.8073946689595872,0.19260533104041272
05055,"Greene County, Arkansas",46432,57839.0,0.1741380454253931,0.058771808042945066,0.16896573644396415,0.6618872957652551,0.33811270423474493
05057,"Hempstead County, Arkansas",19508,46787.0,0.20224660668781527,0.055777405642148656,0.16335843029888206,0.7174755983420243,0.28252440165797565
05059,"Hot Spring County, Arkansas",33180,55405.0,0.15097823270277275,0.03722479721900348,0.17523801604789424,0.7647441104792851,0.23525588952071486
05061,"Howard County, Arkansas",12583,45603.0,0.22520344855370236,0.05378120411160059,0.16223692122669875,0.7253825029423303,0.2746174970576697
05063,"Independence County, Arkansas",38175,56609.0,0.20393396934290922,0.0387911069939787,0.1813678871453479,0.6918978002459353,0.3081021997540648
05065,"Izard County, Arkansas",14009,49405.0,0.22275803064478494,0.07172131147540983,0.19719378081152825,0.7542048929663608,0.24579510703363913
05067,"Jackson County, Arkansas",16712,44218.0,0.21662927650028044,0.09776317847645863,0.147239263803681,0.6547070441079658,0.34529295589203424
05069,"Jefferson County, Arkansas",64802,51096.0,0.18554347274602986,0.08132463101683601,0.2005360843319218,0.6178540200691177,0.3821459799308823
05071,"Johnson County, Arkansas",26003,45995.0,0.19788561662890983,0.0461146737080347,0.17847206121029446,0.7406940674680108,0.25930593253198914
05073,"Lafayette County, Arkansas",6136,41278.0,0.22255340288127173,0.052997393570807995,0.09012016021361816,0.7925247902364607,0.20747520976353928
05075,"Lawrence County, Arkansas",16238,44882.0,0.20098572617295013,0.05785123966942149,0.14525854193312626,0.6655073340390141,0.3344926659609859
05077,"Lee County, Arkansas",8359,34375.0,0.3944099378881988,0.191015625,0.07238288516827329,0.5895910780669145,0.4104089219330855
05079,"Lincoln County, Arkansas",12950,51778.0,0.15354556947477302,0.026906936558874352,0.11967814218781829,0.7608574610244989,0.2391425389755011
05081,"Little River County, Arkansas",11821,53344.0,0.15525587828492393,0.07315233785822021,0.1716686674669868,0.8006224066390042,0.19937759336099586
05083,"Logan County, Arkansas",21277,58555.0,0.13929184958961635,0.05642317380352645,0.16702748802729123,0.7839455462973829,0.21605445370261706
05085,"Lonoke County, Arkansas",75272,72828.0,0.10397302960296567,0.04436002011285547,0.22076026275817173,0.7495622329621069,0.2504377670378931
05087,"Madison County, Arkansas",17329,56798.0,0.14058851004203643,0.0530189620758483,0.1286415711947627,0.7951415751199133,0.20485842488008665
05089,"Marion County, Arkansas",17228,48619.0,0.17982661668228678,0.04945308889231243,0.1488,0.8134133611691023,0.1865866388308977
05091,"Miller County, Arkansas",42360,48836.0,0.24573918971562134,0.07099689353290031,0.14979518155939736,0.6436823766733908,0.3563176233266092
05093,"Mississippi County, Arkansas",39126,52548.0,0.21130484867525395,0.06901771697690065,0.13699379076033896,0.5995340409008543,0.40046595909914573
05095,"Monroe County, Arkansas",6589,43214.0,0.2057142857142857,0.0982791586998088,0.12713883474117393,0.6258064516129033,0.3741935483870968
05097,"Montgomery County, Arkansas",8553,48906.0,0.2239318262516274,0.05782312925170068,0.16746931800528198,0.8056527590847914,0.1943472409152086
05099,"Nevada County, Arkansas",8159,53886.0,0.20252847665540116,0.046176046176046176,0.13840892728581713,0.7600738234389418,0.23992617656105814
05101,"Newton County, Arkansas",7112,48986.0,0.1586894586894587,0.04085541015001596,0.15677556543591725,0.7653350110097515,0.2346649889902485
05103,"Ouachita County, Arkansas",22085,49268.0,0.1887184699251594,0.05159400698434156,0.16286540314808867,0.7092996289424861,0.2907003710575139
05105,"Perry County, Arkansas",10101,55764.0,0.14244273281984596,0.041273584905660375,0.1646863774523349,0.8038593063019053,0.19614069369809478
05107,"Phillips County, Arkansas",15450,40134.0,0.2934655014999348,0.14505798857538516,0.14998036906164114,0.5118711605512203,0.48812883944877966
05109,"Pike County, Arkansas",10115,49269.0,0.20661996141740277,0.03875968992248062,0.19125993189557322,0.7498775110240078,0.25012248897599215
05111,"Poinsett County, Arkansas",22543,46707.0,0.20099322799097066,0.06382758263392395,0.11371759048671129,0.6444494995450409,0.35555050045495906
05113,"Polk County, Arkansas",19361,49191.0,0.15890640548892265,0.07262438104220703,0.17757907182973692,0.7890605216510509,0.2109394783489491
05115,"Pope County, Arkansas",64131,57344.0,0.16899331498230435,0.051471345671805786,0.2466184784942389,0.703836044028257,0.29616395597174305
05117,"Prairie County, Arkansas",8064,51646.0,0.1184159938485198,0.030404463040446306,0.1823194899190074,0.7576781326781327,0.24232186732186733
05119,"Pulaski County, Arkansas",399818,62873.0,0.16696089636311687,0.04745502469483328,0.3793155523796544,0.5699586448503269,0.4300413551496732
05121,"Randolph County, Arkansas",18838,50911.0,0.223853711790393,0.05270546197039306,0.1208398133748056,0.735478592855195,0.26452140714480504
05123,"St. Francis County, Arkansas",22400,42574.0,0.28472542685740654,0.09226932668329177,0.14248037676609104,0.5549274058846203,0.4450725941153797
05125,"Saline County, Arkansas",127479,79046.0,0.08824510676156584,0.03902029435528588,0.2935337428855362,0.7821843316136485,0.2178156683863514
05127,"Scott County, Arkansas",9816,43270.0,0.18729440789473684,0.06171003717472119,0.13000877449546652,0.7809284818067754,0.2190715181932246
05129,"Searcy County, Arkansas",7859,44426.0,0.23032258064516128,0.03670315518351577,0.15006064806792582,0.7938692524241476,0.20613074757585237
05131,"Sebastian County, Arkansas",128900,57790.0,0.15966909592278905,0.054636085228383396,0.23320531894036375,0.6139016116977444,0.3860983883022556
05133,"Sevier County, Arkansas",15712,53527.0,0.17281653083488416,0.049033957845433254,0.09347826086956522,0.6762717893987905,0.32372821060120954
05135,"Sharp County, Arkansas",17773,44637.0,0.16461327857631758,0.08142726440988106,0.13905692570187683,0.7883605600933489,0.2116394399066511
05137,"Stone County, Arkansas",12568,40943.0,0.19346552139359396,0.03225047080979284,0.15766202954815053,0.7594070695553021,0.24059293044469784
05139,"Union County, Arkansas",37900,55259.0,0.19549235309900725,0.05475657196746434,0.19080699316892438,0.726903079589388,0.2730969204106119
05141,"Van Buren County, Arkansas",15998,50354.0,0.19122673756171668,0.03784693019343986,0.1500418410041841,0.778794402583423,0.22120559741657697
05143,"Washington County, Arkansas",256765,70639.0,0.14587307232226568,0.03427820054560981,0.35249390575069783,0.5561923773460652,0.4438076226539348
05145,"White County, Arkansas",77838,55249.0,0.17548523263114305,0.058131251246687374,0.2036148090564571,0.6912821897465321,0.3087178102534679
05147,"Woodruff County, Arkansas",6026,48158.0,0.2405257767156026,0.049753133308013675,0.16162326999765422,0.6474739970282318,0.3525260029717682
05149,"Yell County, Arkansas",20134,55934.0,0.15635660098772974,0.03379465722561957,0.148940816772221,0.6754775922143458,0.3245224077856542
06001,"Alameda County, California",1649473,129367.0,0.0921508736291826,0.053758271497643,0.5224594674603354,0.5441056020433066,0.4558943979566934
06003,"Alpine County, California",1616,105521.0,0.09962871287128713,0.04420549581839905,0.41097122302158273,0.7816091954022989,0.21839080459770116
06005,"Amador County, California",41428,88044.0,0.08187057554146161,0.05400706959494698,0.224212927756654,0.8042383941333665,0.19576160586663352
06007,"Butte County, California",207929,67928.0,0.192474076115576,0.07459575355111521,0.3192443116252922,0.572750624159785,0.4272493758402151
06009,"Calaveras County, California",46248,78647.0,0.13002663406540627,0.04515497888991865,0.23871704206921512,0.8396159895861582,0.16038401041384173
06011,"Colusa County, California",21984,75672.0,0.11385155420072976,0.09776430466085638,0.16388435035874122,0.6222044728434505,0.3777955271565495
06013,"Contra Costa County, California",1165012,127229.0,0.0836068637239007,0.06489599421642404,0.4523103539536753,0.6800372571588521,0.31996274284114795
06015,"Del Norte County, California",27107,67058.0,0.12948070317235805,0.0639963167587477,0.2139180460234154,0.7007981516488133,0.29920184835118674
06017,"El Dorado County, California",192662,108845.0,0.07988940400466217,0.0449267393343468,0.4002148333286529,0.7723830150292053,0.22761698497079477
06019,"Fresno County, California",1016725,74201.0,0.18312406479734564,0.08693252234380486,0.24272755708476698,0.5554970403631637,0.4445029596368362
06021,"Glenn County, California",28494,67139.0,0.1595053003533569,0.0801583744210369,0.1512134073348569,0.6118246687054026,0.38817533129459736
06023,"Humboldt County, California",134541,61160.0,0.18670503990462378,0.0901836346785215,0.33129816942739515,0.5654018426131605,0.43459815738683955
06025,"Imperial County, California",180202,57681.0,0.1953161998267398,0.1252247443532981,0.1606727757384288,0.5682459108855048,0.4317540891144952
06027,"Inyo County, California",18739,73991.0,0.10879276530834604,0.02480762604800735,0.314960058097313,0.6640547263681592,0.3359452736318408
06029,"Kern County, California",915075,70210.0,0.19112395488468661,0.08626965073956477,0.18771437037878236,0.6006120780118696,0.39938792198813045
