county_fips,state,county,total_population,median_household_income,poverty_rate,unemployment_rate,homeownership_rate,renter_rate,bachelors_or_higher_pct,economic_risk_score,risk_category
2063,Alaska,Chugach Census Area,6862,0.4484409281297786,0.0718007488488674,0.3097234206821381,0.663489767361916,0.3624606780845858,0.3899937856714904,0.3759199376735641,Medium Risk
2066,Alaska,Copper River Census Area,2626,0.380390568808892,0.1177603081926669,0.1663520033564085,0.7130590440982788,0.3148301574150787,0.2903018496977899,0.3800721697888229,Medium Risk
2068,Alaska,Denali Borough,1969,0.3896440638013672,0.1099895902927462,0.0310523739598626,0.6759971572378476,0.3504424778761062,0.3296990517773475,0.3491403382872093,Low Risk
2070,Alaska,Dillingham Census Area,4724,0.3760569594623181,0.2899337124975222,0.3681719666319347,0.6386644366503649,0.3863150392017106,0.2349226522628433,0.481692326150786,High Risk
2090,Alaska,Fairbanks North Star Borough,95460,0.43489008830409,0.0757160874668802,0.1543251921767049,0.6418424069640934,0.3832613658241425,0.4106674571325684,0.3485282654485666,Low Risk
2100,Alaska,Haines Borough,2086,0.4267910136535892,0.0647567076990814,0.1629777233694629,0.8166235047478109,0.2153163152053274,0.4235858309007859,0.3121468163532716,Low Risk
2105,Alaska,Hoonah-Angoon Census Area,2311,0.2725399060749104,0.2062116883091694,0.55369122685785,0.7489915658232489,0.2803030303030303,0.3057007523033143,0.4865341381931092,High Risk
2110,Alaska,Juneau City and Borough,31794,0.515844570295737,0.1204283336861367,0.1370935880511197,0.6619500713646969,0.3639401534138376,0.5120760872696885,0.3135302385614268,Low Risk
2122,Alaska,Kenai Peninsula Borough,60413,0.3881753510102689,0.1671006880787467,0.2424169373686714,0.8015697388539886,0.229781297443683,0.369726868060608,0.3700091335045105,Low Risk
2130,Alaska,Ketchikan Gateway Borough,13768,0.4628016754205172,0.1169489422561807,0.1053960659223815,0.7140769554973639,0.3138520586182833,0.3406361627129735,0.3409660429095415,Low Risk
2150,Alaska,Kodiak Island Borough,12771,0.4226991677294183,0.1169968468950139,0.1493227756782135,0.6356369257615415,0.3892241379310345,0.3559391876718332,0.3704088682820869,Low Risk
2158,Alaska,Kusilvak Census Area,8176,0.2124919160355634,0.497860313382063,0.6895485035963373,0.7267547214011587,0.301670146137787,0.071723568024559,0.6352877223034239,High Risk
2164,Alaska,Lake and Peninsula Borough,1013,0.2980399030528676,0.1828955617428365,0.2984860313388723,0.6809545152046068,0.345679012345679,0.2027687054316572,0.4599236938785154,High Risk
2170,Alaska,Matanuska-Susitna Borough,112988,0.4697281974723634,0.1386427091841307,0.1965314082206438,0.8037663281239458,0.2276706212847074,0.3030634619164528,0.3517232259784025,Low Risk
2180,Alaska,Nome Census Area,9866,0.3769514841252093,0.3229060379675819,0.5840938774770928,0.6955273652365235,0.3316761363636363,0.1734328305296157,0.5322176471106652,High Risk
2185,Alaska,North Slope Borough,10810,0.4797795117587685,0.1551563499477886,0.263419584971563,0.5114551788366034,0.5085488820692678,0.1942221675290284,0.4466238153589903,High Risk
2188,Alaska,Northwest Arctic Borough,7441,0.4092087687593306,0.2642765205934462,0.5812374234116812,0.6700423467004234,0.3561643835616438,0.1320136491485234,0.52684983587937,High Risk
2195,Alaska,Petersburg Borough,3409,0.3554587158735819,0.0892553565234101,0.1244985471928014,0.6839346224921543,0.3428154631655726,0.3206075844687952,0.370750596176336,Low Risk
2198,Alaska,Prince of Wales-Hyder Census Area,5715,0.2710288846848916,0.1812698563620498,0.2670341582674077,0.7343868739912435,0.2943365026870607,0.1853694840091442,0.4515037543888356,High Risk
2220,Alaska,Sitka City and Borough,8368,0.516243479942702,0.0973801116782539,0.2218814362949822,0.6422717271727172,0.3828488372093023,0.4255346458936256,0.3470423389928383,Low Risk
2230,Alaska,Skagway Municipality,1244,0.3917897141751938,0.0715441238734155,0.3192160064406757,0.7377435521329909,0.2911111111111111,0.3540481294138364,0.381435746918414,Medium Risk
2240,Alaska,Southeast Fairbanks Census Area,7068,0.3479459175224084,0.18131972750979,0.2152226374228737,0.7772979941165921,0.2531037244693632,0.2884651691388524,0.3965666568309621,Medium Risk
2275,Alaska,Wrangell City and Borough,2088,0.2867072426277266,0.1715081458897501,0.1508510212254702,0.6152523039189164,0.4088114754098361,0.2655128942656922,0.430977345260577,High Risk
2282,Alaska,Yakutat City and Borough,527,0.4151440607793243,0.1681081999592544,0.0315667958176315,0.5860275347923141,0.4368932038834951,0.1782253533301637,0.4040556093750167,Medium Risk
2290,Alaska,Yukon-Koyukuk Census Area,5195,0.2383001613770844,0.2346797093687898,0.1873097360627278,0.7274956589735627,0.3009581881533101,0.1982480249519868,0.4515891200257768,High Risk
4001,Arizona,Apache County,65341,0.151851605611329,0.4678293403531302,0.3730727002236021,0.8266938826584078,0.2056398104265402,0.205685103754705,0.5313342897104582,High Risk
4003,Arizona,Cochise County,125566,0.2624825477029452,0.2250848309715138,0.239964625070627,0.7392220097612914,0.2896904789925856,0.348863387064204,0.42289630230274,Medium Risk
4005,Arizona,Coconino County,144508,0.3424095351493795,0.2467720007407115,0.1967989698755562,0.6213674344683279,0.4029355201567546,0.5009258318482357,0.3957736338300649,Medium Risk
4007,Arizona,Gila County,53795,0.276045475699754,0.2486198925439417,0.2449503754387058,0.8067272111013172,0.2248255445125819,0.2326060804292606,0.4356383001504631,High Risk
4009,Arizona,Graham County,39232,0.3083148485049954,0.2546455722896936,0.2690221388769178,0.7611363050631125,0.2686332967205397,0.181031878592516,0.4546369358011975,High Risk
4011,Arizona,Greenlee County,9409,0.3315180929701241,0.1088443781224778,0.0815010429017766,0.5517963102353118,0.4697855750487329,0.2591004464085014,0.4095861142820635,Medium Risk
4012,Arizona,La Paz County,16664,0.2004460535143335,0.2577322914817894,0.3493392070484581,0.7502966392185595,0.2790490010045764,0.1671173966457725,0.4978422818303164,High Risk
4013,Arizona,Maricopa County,4559748,0.4411336286876476,0.1536560672699109,0.1581680870289027,0.6782228840670205,0.3483038037876091,0.455471686178968,0.3473991910730355,Low Risk
4015,Arizona,Mohave County,220517,0.2500438196203105,0.2357669368652406,0.2529968451945045,0.770886234181556,0.2592647073244878,0.1889899009701819,0.4557687654575393,High Risk
4017,Arizona,Navajo County,108415,0.2314401242663991,0.3744743138540353,0.3091633844309952,0.7616624827997113,0.268127698874273,0.2372277666898759,0.4906614649058089,High Risk
4019,Arizona,Pima County,1060490,0.3263866643296202,0.2073589382604566,0.1892319498360706,0.6789569166976834,0.3475984806784414,0.4568861469724978,0.3868722320193452,Medium Risk
4021,Arizona,Pinal County,469006,0.3865313597379284,0.1556276060694308,0.2075897163480518,0.8504596872973115,0.1828035351445493,0.2789856538862486,0.3694481242991988,Low Risk
4023,Arizona,Santa Cruz County,48926,0.235133060543605,0.3015960759342716,0.4250759214522179,0.7206903290824189,0.3074973476364493,0.2873643692285316,0.4966968477063868,High Risk
4025,Arizona,Yavapai County,245480,0.3221437162664474,0.1707634961167961,0.1492414004747954,0.7812138537279152,0.2493410221578488,0.3756751892902704,0.3681944274613917,Low Risk
4027,Arizona,Yuma County,211741,0.2814247118482209,0.227927987052232,0.2301722248489377,0.738609876414722,0.2902786705486445,0.2083480174728404,0.4459435212330772,High Risk
5001,Arkansas,Arkansas County,16515,0.2227245528887707,0.2828671218060429,0.284319956750754,0.6720728746998487,0.3542132736763609,0.1683983536676131,0.5007982594601128,High Risk
5003,Arkansas,Ashley County,18429,0.1689442795752216,0.3331410771499779,0.1901704784613095,0.7370946447553944,0.2917346383904295,0.1588095647532544,0.4916926133054835,High Risk
5005,Arkansas,Baxter County,42407,0.1942448217296964,0.2261894039584968,0.2213108692102994,0.7825720240000016,0.2480359727103576,0.2414557421196723,0.4458455370638852,High Risk
5007,Arkansas,Benton County,303632,0.4665550525533239,0.0986609860359089,0.1074503202039357,0.6974044199870267,0.3298724970737766,0.4687734284285227,0.3146756810541942,Low Risk
5009,Arkansas,Boone County,38138,0.2346857982121595,0.1653889830885094,0.0884633676074495,0.7368859518250203,0.2919351689123218,0.2134912750797366,0.4137578651158085,Medium Risk
5011,Arkansas,Bradley County,10208,0.1520812808626119,0.2964075547348824,0.2311928572194172,0.6864985539065632,0.3403518123667377,0.1901055426164715,0.4997830069137306,High Risk
5013,Arkansas,Calhoun County,4704,0.3051961003559966,0.1406209787654721,0.1942718035189318,0.9138490180378982,0.1218934911242603,0.2458052429629056,0.3740084841855207,Medium Risk
5015,Arkansas,Carroll County,28626,0.2291675480958108,0.2533057671955562,0.1635618385942303,0.8063691008212479,0.2251696483652066,0.2481157722268797,0.4266430369291696,High Risk
5017,Arkansas,Chicot County,9765,0.1373881088660691,0.3410094363696537,0.3147370874900624,0.7204874333587203,0.3076923076923077,0.2234249332208056,0.5148892096828243,High Risk
5019,Arkansas,Clark County,21125,0.2158947362058857,0.3235746185503804,0.1328701382740804,0.6763743484310256,0.3500800394040143,0.3251778424825422,0.4477995659410014,High Risk
5021,Arkansas,Clay County,14280,0.2125523568911641,0.2534983930805768,0.2200687805232048,0.7776328870223012,0.2527819299119747,0.1897751316963848,0.4587213595987863,High Risk
5023,Arkansas,Cleburne County,25226,0.2386446742540087,0.2002860012517582,0.2241535909225619,0.838735080502918,0.1940695685230944,0.2287995240344484,0.4236520626765889,Medium Risk
5025,Arkansas,Cleveland County,7453,0.2325764123516932,0.2307889854205745,0.0762641930880434,0.8599744996676397,0.1736608665984305,0.244714504796153,0.3939575523386264,Medium Risk
5027,Arkansas,Columbia County,22349,0.2358402185541338,0.3167960053320255,0.1121939824537819,0.7361288869997713,0.2926626233797122,0.2722984022717704,0.4369444959920264,High Risk
5029,Arkansas,Conway County,21054,0.2289076524167276,0.293965187989546,0.2238766134409407,0.7709431167781591,0.2592100495228892,0.2475657322375289,0.4540850599996142,High Risk
5031,Arkansas,Craighead County,113249,0.2613099951042907,0.3005208323589033,0.1942586592789853,0.6255887465110801,0.3988793122848077,0.3686622517157254,0.4478436996613585,High Risk
5033,Arkansas,Crawford County,61139,0.2890160833116754,0.2127633534745801,0.1413139949710073,0.7853958406073084,0.2453226013614762,0.248859117023929,0.4061612615005349,Medium Risk
5035,Arkansas,Crittenden County,47266,0.2359852766075756,0.3145601177663077,0.3567394029789623,0.5968769156210242,0.4264681645882547,0.2109368975728725,0.5255000861887595,High Risk
5037,Arkansas,Cross County,16543,0.2088171120150376,0.2941821557214187,0.3734903884146967,0.7027922906435329,0.324695357087768,0.2279104714951806,0.5056305339964728,High Risk
5039,Arkansas,Dallas County,6242,0.1582704244761288,0.2009455997764087,0.2881410977844946,0.7559140589586714,0.2736512900703675,0.1409313167699439,0.4867941794712317,High Risk
5041,Arkansas,Desha County,10786,0.1290291385364851,0.4324758445129092,0.2789499638372015,0.591237301604347,0.4318872017353579,0.1567990898120489,0.566872055679446,High Risk
5043,Arkansas,Drew County,17046,0.1602287081975932,0.337201464466084,0.205896410706147,0.6630945195686883,0.36284046692607,0.317987246321329,0.480357480216924,High Risk
5045,Arkansas,Faulkner County,127717,0.3080972614248327,0.2103623506995609,0.1178245964155063,0.6483268294786646,0.3770305623719808,0.4340788699370264,0.3875367972549087,Medium Risk
5047,Arkansas,Franklin County,17326,0.2391765537832953,0.2661626988822644,0.1702958840966111,0.811241226279268,0.2204880817253121,0.1801532142469976,0.4411775177338629,High Risk
5049,Arkansas,Fulton County,12302,0.1567050063160694,0.2667241757143336,0.16034980730016,0.8814371872335434,0.1530376287576203,0.1982162197198317,0.4381431139490098,High Risk
5051,Arkansas,Garland County,100035,0.2470036445835927,0.2311540843290347,0.1986902496601904,0.7220365611801062,0.3062037694368745,0.3145259764487293,0.4292556303553594,High Risk
5053,Arkansas,Grant County,18242,0.333845065910753,0.1875258623299177,0.1577105941764263,0.8402589184111874,0.1926053310404127,0.267169446955214,0.3807926050458379,Medium Risk
5055,Arkansas,Greene County,46432,0.2509806528821222,0.2570744295415595,0.2049620220602151,0.6888288028536097,0.3381127042347449,0.2098105030053632,0.4624832985721359,High Risk
5057,Arkansas,Hempstead County,19508,0.1841814192721712,0.3022429188102849,0.19475199774943,0.7466797756122716,0.2825244016579756,0.2028477202094861,0.4726572002931572,High Risk
5059,Arkansas,Hot Spring County,33180,0.2362693486288992,0.2198582325736317,0.1297776470243621,0.7958723085956035,0.2352558895207148,0.2175990059668929,0.4199790432813197,Medium Risk
5061,Arkansas,Howard County,12583,0.1770252219690422,0.339132955827206,0.187362964790771,0.7549085234141302,0.2746174970576697,0.2014551042418227,0.4786214141985964,High Risk
5063,Arkansas,Independence County,38175,0.2435464276432297,0.3049543924167606,0.1351369911792531,0.7200608570216223,0.3081021997540648,0.225210675441321,0.4502546846979681,High Risk
5065,Arkansas,Izard County,14009,0.2000048352684481,0.3352033405208491,0.2505506607929514,0.784904102030998,0.2457951070336391,0.2448622259893333,0.4711965676050043,High Risk
5067,Arkansas,Jackson County,16712,0.168654163468338,0.3253548618590546,0.3415251124750293,0.6813562857273218,0.3452929558920342,0.1828320028128,0.5268075044651248,High Risk
5069,Arkansas,Jefferson County,64802,0.2102253839505352,0.2754021524274023,0.2836780274965815,0.6430031936032841,0.3821459799308823,0.2490124779727758,0.4913678248794778,High Risk
5071,Arkansas,Johnson County,26003,0.1793945035085916,0.2952351132225964,0.1606270542987265,0.7708433309403059,0.2593059325319891,0.2216148298643626,0.4568019006416125,High Risk
5073,Arkansas,Lafayette County,6136,0.150884551921717,0.3348745180366942,0.1851406744566108,0.8247837750975706,0.2074752097635392,0.1119052687443163,0.4864883193459402,High Risk
5075,Arkansas,Lawrence County,16238,0.172667436280228,0.3002167721330102,0.2020970619288597,0.69259619142014,0.3344926659609859,0.1803724730837496,0.4913355466555504,High Risk
5077,Arkansas,Lee County,8359,0.1091622293005179,0.6110359332279539,0.6672924697136563,0.613589834819913,0.4104089219330855,0.0898802909143142,0.693139209581373,High Risk
5079,Arkansas,Lincoln County,12950,0.2143474503025064,0.2239837629539549,0.0939964788158031,0.7918274566877622,0.2391425389755011,0.1486084204977316,0.4326393828563516,High Risk
5081,Arkansas,Little River County,11821,0.2238124882895842,0.226732109424494,0.2555497970113154,0.8332109974482924,0.1993775933609958,0.213166824407941,0.4424183192579983,High Risk
5083,Arkansas,Logan County,21277,0.255308218143136,0.2010790334069173,0.1971082679568124,0.8158553210091574,0.216054453702617,0.2074037140089067,0.4239240096405058,Medium Risk
5085,Arkansas,Lonoke County,75272,0.3415754513420892,0.1443241633636824,0.1481428848220019,0.780072466867055,0.2504377670378931,0.2741255283330714,0.3793387203286937,Medium Risk
5087,Arkansas,Madison County,17329,0.2446887598140839,0.2031626759378716,0.1852160217010912,0.8275070737771594,0.2048584248800866,0.1597386152234746,0.4312888497648489,High Risk
5089,Arkansas,Marion County,17228,0.1952541840182289,0.2662155651326893,0.1724667570940554,0.846522595892157,0.1865866388308977,0.1847700220426157,0.4424271040547486,High Risk
5091,Arkansas,Miller County,42360,0.1965657505847652,0.3721324535829845,0.2475306557271203,0.6698828694532757,0.3563176233266092,0.1860057728401039,0.513441743286392,High Risk
5093,Arkansas,Mississippi County,39126,0.2190013961837644,0.3167988792588947,0.2403781799198724,0.6239375167131002,0.4004659590991457,0.1701098503930733,0.5088256591777658,High Risk
5095,Arkansas,Monroe County,6589,0.1625859015660226,0.3078152361349682,0.3433276336958078,0.651279321480535,0.3741935483870968,0.1578726162473063,0.5358810061073824,High Risk
